feature,shap_value,signed_effect,perspective_team
travel_miles_diff,-0.089216,negative,PHI
ewm_net_pts_diff,-0.083524,negative,PHI
elo_home,0.062332,positive,PHI
elo_diff,0.061073,positive,PHI
ewm_ypp_diff,-0.034795,negative,PHI
elo_away,-0.030179,negative,PHI
win_pct_away,-0.026481,negative,PHI
ewm_ypp_home,-0.026236,negative,PHI
pace_plays_min_diff,0.022177,positive,PHI
altitude_home,-0.01966,negative,PHI
ewm_ypp_away,-0.015992,negative,PHI
ewm_net_pts_away,-0.013472,negative,PHI
rest_days_diff,0.010929,positive,PHI
ewm_net_pts_home,0.009973,positive,PHI
is_dome_home,0.00848,positive,PHI
rest_short_diff,0.007389,positive,PHI
rest_days_home,0.005772,positive,PHI
win_pct_home,0.005396,positive,PHI
rest_days_away,0.002291,positive,PHI
prime_time,-0.00139,negative,PHI
div_game,0.001111,positive,PHI
win_pct_diff,8.1e-05,positive,PHI
