feature,shap_value,signed_effect,perspective_team
elo_diff,-0.159849,negative,TB
ewm_ypp_away,0.123168,positive,TB
win_pct_diff,-0.10037,negative,TB
ewm_net_pts_diff,-0.090184,negative,TB
elo_away,-0.062104,negative,TB
ewm_ypp_diff,0.047581,positive,TB
elo_home,0.030616,positive,TB
win_pct_home,-0.015795,negative,TB
altitude_home,-0.013902,negative,TB
ewm_net_pts_away,-0.009974,negative,TB
ewm_ypp_home,-0.00976,negative,TB
travel_miles_diff,-0.009009,negative,TB
win_pct_away,-0.008799,negative,TB
pace_plays_min_diff,0.008267,positive,TB
rest_days_away,0.004882,positive,TB
is_dome_home,0.004724,positive,TB
prime_time,-0.003628,negative,TB
rest_days_home,0.003087,positive,TB
ewm_net_pts_home,-0.002416,negative,TB
rest_days_diff,-0.001328,negative,TB
div_game,0.000882,positive,TB
rest_short_diff,0.000351,positive,TB
