game_id,season,week,game_type,gameday,away_team,home_team,away_score,home_score,result,total,n_plays
2017_03_NYG_PHI,2017,3,REG,2017-09-24,NYG,PHI,24,27,3,51,194
2017_03_SEA_TEN,2017,3,REG,2017-09-24,SEA,TEN,27,33,6,60,197
2017_03_CIN_GB,2017,3,REG,2017-09-24,CIN,GB,24,27,3,51,180
2017_03_KC_LAC,2017,3,REG,2017-09-24,KC,LAC,24,10,-14,34,170
2017_03_OAK_WAS,2017,3,REG,2017-09-24,OAK,WAS,10,27,17,37,161
2017_03_BAL_JAX,2017,3,REG,2017-09-24,BAL,JAX,7,44,37,51,176
2017_03_DAL_ARI,2017,3,REG,2017-09-25,DAL,ARI,28,17,-11,45,175
2017_04_CHI_GB,2017,4,REG,2017-09-28,CHI,GB,14,35,21,49,166
2017_04_BUF_ATL,2017,4,REG,2017-10-01,BUF,ATL,23,17,-6,40,177
2017_04_PIT_BAL,2017,4,REG,2017-10-01,PIT,BAL,26,9,-17,35,189
2017_04_CIN_CLE,2017,4,REG,2017-10-01,CIN,CLE,31,7,-24,38,168
2017_04_LA_DAL,2017,4,REG,2017-10-01,LA,DAL,35,30,-5,65,187
2017_04_TEN_HOU,2017,4,REG,2017-10-01,TEN,HOU,14,57,43,71,168
2017_04_DET_MIN,2017,4,REG,2017-10-01,DET,MIN,14,7,-7,21,167
2017_04_CAR_NE,2017,4,REG,2017-10-01,CAR,NE,33,30,-3,63,172
2017_04_JAX_NYJ,2017,4,REG,2017-10-01,JAX,NYJ,20,23,3,43,212
2017_04_SF_ARI,2017,4,REG,2017-10-01,SF,ARI,15,18,3,33,223
2017_04_PHI_LAC,2017,4,REG,2017-10-01,PHI,LAC,26,24,-2,50,181
2017_04_NYG_TB,2017,4,REG,2017-10-01,NYG,TB,23,25,2,48,191
2017_04_OAK_DEN,2017,4,REG,2017-10-01,OAK,DEN,10,16,6,26,164
2017_04_IND_SEA,2017,4,REG,2017-10-01,IND,SEA,18,46,28,64,171
2017_04_NO_MIA,2017,4,REG,2017-10-01,NO,MIA,20,0,-20,20,162
2017_04_WAS_KC,2017,4,REG,2017-10-02,WAS,KC,20,29,9,49,172
2017_05_NE_TB,2017,5,REG,2017-10-05,NE,TB,19,14,-5,33,193
2017_05_BUF_CIN,2017,5,REG,2017-10-08,BUF,CIN,16,20,4,36,178
2017_05_NYJ_CLE,2017,5,REG,2017-10-08,NYJ,CLE,17,14,-3,31,166
2017_05_CAR_DET,2017,5,REG,2017-10-08,CAR,DET,27,24,-3,51,176
2017_05_SF_IND,2017,5,REG,2017-10-08,SF,IND,23,26,3,49,206
2017_05_TEN_MIA,2017,5,REG,2017-10-08,TEN,MIA,10,16,6,26,172
2017_05_LAC_NYG,2017,5,REG,2017-10-08,LAC,NYG,27,22,-5,49,197
2017_05_ARI_PHI,2017,5,REG,2017-10-08,ARI,PHI,7,34,27,41,168
2017_05_JAX_PIT,2017,5,REG,2017-10-08,JAX,PIT,30,9,-21,39,174
2017_05_SEA_LA,2017,5,REG,2017-10-08,SEA,LA,16,10,-6,26,183
2017_05_BAL_OAK,2017,5,REG,2017-10-08,BAL,OAK,30,17,-13,47,163
2017_05_GB_DAL,2017,5,REG,2017-10-08,GB,DAL,35,31,-4,66,175
2017_05_KC_HOU,2017,5,REG,2017-10-08,KC,HOU,42,34,-8,76,185
2017_05_MIN_CHI,2017,5,REG,2017-10-09,MIN,CHI,20,17,-3,37,178
2017_06_PHI_CAR,2017,6,REG,2017-10-12,PHI,CAR,28,23,-5,51,189
2017_06_MIA_ATL,2017,6,REG,2017-10-15,MIA,ATL,20,17,-3,37,160
2017_06_CHI_BAL,2017,6,REG,2017-10-15,CHI,BAL,27,24,-3,51,207
2017_06_CLE_HOU,2017,6,REG,2017-10-15,CLE,HOU,17,33,16,50,179
2017_06_GB_MIN,2017,6,REG,2017-10-15,GB,MIN,10,23,13,33,185
2017_06_DET_NO,2017,6,REG,2017-10-15,DET,NO,38,52,14,90,213
2017_06_NE_NYJ,2017,6,REG,2017-10-15,NE,NYJ,24,17,-7,41,184
2017_06_SF_WAS,2017,6,REG,2017-10-15,SF,WAS,24,26,2,50,196
2017_06_TB_ARI,2017,6,REG,2017-10-15,TB,ARI,33,38,5,71,178
2017_06_LA_JAX,2017,6,REG,2017-10-15,LA,JAX,27,17,-10,44,180
2017_06_PIT_KC,2017,6,REG,2017-10-15,PIT,KC,19,13,-6,32,157
2017_06_LAC_OAK,2017,6,REG,2017-10-15,LAC,OAK,17,16,-1,33,161
2017_06_NYG_DEN,2017,6,REG,2017-10-15,NYG,DEN,23,10,-13,33,178
2017_06_IND_TEN,2017,6,REG,2017-10-16,IND,TEN,22,36,14,58,171
2017_07_KC_OAK,2017,7,REG,2017-10-19,KC,OAK,30,31,1,61,189
2017_07_TB_BUF,2017,7,REG,2017-10-22,TB,BUF,27,30,3,57,190
2017_07_CAR_CHI,2017,7,REG,2017-10-22,CAR,CHI,3,17,14,20,146
2017_07_TEN_CLE,2017,7,REG,2017-10-22,TEN,CLE,12,9,-3,21,185
2017_07_NO_GB,2017,7,REG,2017-10-22,NO,GB,26,17,-9,43,174
2017_07_JAX_IND,2017,7,REG,2017-10-22,JAX,IND,27,0,-27,27,168
2017_07_ARI_LA,2017,7,REG,2017-10-22,ARI,LA,0,33,33,33,171
2017_07_NYJ_MIA,2017,7,REG,2017-10-22,NYJ,MIA,28,31,3,59,181
2017_07_BAL_MIN,2017,7,REG,2017-10-22,BAL,MIN,16,24,8,40,179
2017_07_DAL_SF,2017,7,REG,2017-10-22,DAL,SF,40,10,-30,50,177
2017_07_DEN_LAC,2017,7,REG,2017-10-22,DEN,LAC,0,21,21,21,167
2017_07_SEA_NYG,2017,7,REG,2017-10-22,SEA,NYG,24,7,-17,31,180
2017_07_CIN_PIT,2017,7,REG,2017-10-22,CIN,PIT,14,29,15,43,163
2017_07_ATL_NE,2017,7,REG,2017-10-22,ATL,NE,7,23,16,30,171
2017_07_WAS_PHI,2017,7,REG,2017-10-23,WAS,PHI,24,34,10,58,176
2017_08_MIA_BAL,2017,8,REG,2017-10-26,MIA,BAL,0,40,40,40,178
2017_08_OAK_BUF,2017,8,REG,2017-10-29,OAK,BUF,14,34,20,48,179
2017_08_IND_CIN,2017,8,REG,2017-10-29,IND,CIN,23,24,1,47,175
2017_08_LAC_NE,2017,8,REG,2017-10-29,LAC,NE,13,21,8,34,185
2017_08_CHI_NO,2017,8,REG,2017-10-29,CHI,NO,12,20,8,32,169
2017_08_ATL_NYJ,2017,8,REG,2017-10-29,ATL,NYJ,25,20,-5,45,176
2017_08_SF_PHI,2017,8,REG,2017-10-29,SF,PHI,10,33,23,43,182
2017_08_CAR_TB,2017,8,REG,2017-10-29,CAR,TB,17,3,-14,20,168
2017_08_HOU_SEA,2017,8,REG,2017-10-29,HOU,SEA,38,41,3,79,193
2017_08_DAL_WAS,2017,8,REG,2017-10-29,DAL,WAS,33,19,-14,52,176
2017_08_PIT_DET,2017,8,REG,2017-10-29,PIT,DET,20,15,-5,35,176
2017_08_MIN_CLE,2017,8,REG,2017-10-29,MIN,CLE,33,16,-17,49,189
2017_08_DEN_KC,2017,8,REG,2017-10-30,DEN,KC,19,29,10,48,186
2017_09_BUF_NYJ,2017,9,REG,2017-11-02,BUF,NYJ,21,34,13,55,193
2017_09_ATL_CAR,2017,9,REG,2017-11-05,ATL,CAR,17,20,3,37,168
2017_09_IND_HOU,2017,9,REG,2017-11-05,IND,HOU,20,14,-6,34,182
2017_09_CIN_JAX,2017,9,REG,2017-11-05,CIN,JAX,7,23,16,30,154
2017_09_TB_NO,2017,9,REG,2017-11-05,TB,NO,10,30,20,40,163
2017_09_LA_NYG,2017,9,REG,2017-11-05,LA,NYG,51,17,-34,68,178
2017_09_DEN_PHI,2017,9,REG,2017-11-05,DEN,PHI,23,51,28,74,187
2017_09_BAL_TEN,2017,9,REG,2017-11-05,BAL,TEN,20,23,3,43,170
2017_09_WAS_SEA,2017,9,REG,2017-11-05,WAS,SEA,17,14,-3,31,195
2017_09_ARI_SF,2017,9,REG,2017-11-05,ARI,SF,20,10,-10,30,193
2017_09_KC_DAL,2017,9,REG,2017-11-05,KC,DAL,17,28,11,45,169
2017_09_OAK_MIA,2017,9,REG,2017-11-05,OAK,MIA,27,24,-3,51,174
2017_09_DET_GB,2017,9,REG,2017-11-06,DET,GB,30,17,-13,47,162
2017_10_SEA_ARI,2017,10,REG,2017-11-09,SEA,ARI,22,16,-6,38,189
2017_10_NO_BUF,2017,10,REG,2017-11-12,NO,BUF,47,10,-37,57,170
2017_10_GB_CHI,2017,10,REG,2017-11-12,GB,CHI,23,16,-7,39,176
2017_10_CLE_DET,2017,10,REG,2017-11-12,CLE,DET,24,38,14,62,178
2017_10_PIT_IND,2017,10,REG,2017-11-12,PIT,IND,20,17,-3,37,173
2017_10_LAC_JAX,2017,10,REG,2017-11-12,LAC,JAX,17,20,3,37,203
2017_10_NYJ_TB,2017,10,REG,2017-11-12,NYJ,TB,10,15,5,25,181
2017_10_CIN_TEN,2017,10,REG,2017-11-12,CIN,TEN,20,24,4,44,188
2017_10_MIN_WAS,2017,10,REG,2017-11-12,MIN,WAS,38,30,-8,68,178
2017_10_HOU_LA,2017,10,REG,2017-11-12,HOU,LA,7,33,26,40,182
2017_10_DAL_ATL,2017,10,REG,2017-11-12,DAL,ATL,7,27,20,34,164
2017_10_NYG_SF,2017,10,REG,2017-11-12,NYG,SF,21,31,10,52,166
2017_10_NE_DEN,2017,10,REG,2017-11-12,NE,DEN,41,16,-25,57,170
2017_10_MIA_CAR,2017,10,REG,2017-11-13,MIA,CAR,21,45,24,66,170
2017_11_TEN_PIT,2017,11,REG,2017-11-16,TEN,PIT,17,40,23,57,187
2017_11_DET_CHI,2017,11,REG,2017-11-19,DET,CHI,27,24,-3,51,167
2017_11_JAX_CLE,2017,11,REG,2017-11-19,JAX,CLE,19,7,-12,26,177
2017_11_BAL_GB,2017,11,REG,2017-11-19,BAL,GB,23,0,-23,23,163
2017_11_ARI_HOU,2017,11,REG,2017-11-19,ARI,HOU,21,31,10,52,171
2017_11_TB_MIA,2017,11,REG,2017-11-19,TB,MIA,30,20,-10,50,180
2017_11_LA_MIN,2017,11,REG,2017-11-19,LA,MIN,7,24,17,31,177
2017_11_WAS_NO,2017,11,REG,2017-11-19,WAS,NO,31,34,3,65,194
2017_11_KC_NYG,2017,11,REG,2017-11-19,KC,NYG,9,12,3,21,186
2017_11_BUF_LAC,2017,11,REG,2017-11-19,BUF,LAC,24,54,30,78,186
2017_11_CIN_DEN,2017,11,REG,2017-11-19,CIN,DEN,20,17,-3,37,178
2017_11_NE_OAK,2017,11,REG,2017-11-19,NE,OAK,33,8,-25,41,173
2017_11_PHI_DAL,2017,11,REG,2017-11-19,PHI,DAL,37,9,-28,46,162
2017_11_ATL_SEA,2017,11,REG,2017-11-20,ATL,SEA,34,31,-3,65,185
2017_12_MIN_DET,2017,12,REG,2017-11-23,MIN,DET,30,23,-7,53,178
2017_12_LAC_DAL,2017,12,REG,2017-11-23,LAC,DAL,28,6,-22,34,158
2017_12_NYG_WAS,2017,12,REG,2017-11-23,NYG,WAS,10,20,10,30,175
2017_12_TB_ATL,2017,12,REG,2017-11-26,TB,ATL,20,34,14,54,174
2017_12_CLE_CIN,2017,12,REG,2017-11-26,CLE,CIN,16,30,14,46,174
2017_12_TEN_IND,2017,12,REG,2017-11-26,TEN,IND,20,16,-4,36,160
2017_12_BUF_KC,2017,12,REG,2017-11-26,BUF,KC,16,10,-6,26,173
2017_12_MIA_NE,2017,12,REG,2017-11-26,MIA,NE,17,35,18,52,172
2017_12_CAR_NYJ,2017,12,REG,2017-11-26,CAR,NYJ,35,27,-8,62,196
2017_12_CHI_PHI,2017,12,REG,2017-11-26,CHI,PHI,3,31,28,34,173
2017_12_SEA_SF,2017,12,REG,2017-11-26,SEA,SF,24,13,-11,37,188
2017_12_JAX_ARI,2017,12,REG,2017-11-26,JAX,ARI,24,27,3,51,190
2017_12_NO_LA,2017,12,REG,2017-11-26,NO,LA,20,26,6,46,182
2017_12_DEN_OAK,2017,12,REG,2017-11-26,DEN,OAK,14,21,7,35,168
2017_12_GB_PIT,2017,12,REG,2017-11-26,GB,PIT,28,31,3,59,170
2017_12_HOU_BAL,2017,12,REG,2017-11-27,HOU,BAL,16,23,7,39,183
2017_13_WAS_DAL,2017,13,REG,2017-11-30,WAS,DAL,14,38,24,52,168
2017_13_MIN_ATL,2017,13,REG,2017-12-03,MIN,ATL,14,9,-5,23,156
2017_13_DET_BAL,2017,13,REG,2017-12-03,DET,BAL,20,44,24,64,176
2017_13_NE_BUF,2017,13,REG,2017-12-03,NE,BUF,23,3,-20,26,177
2017_13_SF_CHI,2017,13,REG,2017-12-03,SF,CHI,15,14,-1,29,148
2017_13_TB_GB,2017,13,REG,2017-12-03,TB,GB,20,26,6,46,174
2017_13_IND_JAX,2017,13,REG,2017-12-03,IND,JAX,10,30,20,40,171
2017_13_DEN_MIA,2017,13,REG,2017-12-03,DEN,MIA,9,35,26,44,189
2017_13_KC_NYJ,2017,13,REG,2017-12-03,KC,NYJ,31,38,7,69,185
2017_13_HOU_TEN,2017,13,REG,2017-12-03,HOU,TEN,13,24,11,37,177
2017_13_CLE_LAC,2017,13,REG,2017-12-03,CLE,LAC,10,19,9,29,169
2017_13_LA_ARI,2017,13,REG,2017-12-03,LA,ARI,32,16,-16,48,170
2017_13_CAR_NO,2017,13,REG,2017-12-03,CAR,NO,21,31,10,52,164
2017_13_NYG_OAK,2017,13,REG,2017-12-03,NYG,OAK,17,24,7,41,174
2017_13_PHI_SEA,2017,13,REG,2017-12-03,PHI,SEA,10,24,14,34,172
2017_13_PIT_CIN,2017,13,REG,2017-12-04,PIT,CIN,23,20,-3,43,175
2017_14_NO_ATL,2017,14,REG,2017-12-07,NO,ATL,17,20,3,37,165
2017_14_IND_BUF,2017,14,REG,2017-12-10,IND,BUF,7,13,6,20,186
2017_14_MIN_CAR,2017,14,REG,2017-12-10,MIN,CAR,24,31,7,55,182
2017_14_CHI_CIN,2017,14,REG,2017-12-10,CHI,CIN,33,7,-26,40,168
2017_14_GB_CLE,2017,14,REG,2017-12-10,GB,CLE,27,21,-6,48,177
2017_14_SF_HOU,2017,14,REG,2017-12-10,SF,HOU,26,16,-10,42,186
2017_14_OAK_KC,2017,14,REG,2017-12-10,OAK,KC,15,26,11,41,178
2017_14_DAL_NYG,2017,14,REG,2017-12-10,DAL,NYG,30,10,-20,40,185
2017_14_DET_TB,2017,14,REG,2017-12-10,DET,TB,24,21,-3,45,178
2017_14_TEN_ARI,2017,14,REG,2017-12-10,TEN,ARI,7,12,5,19,164
2017_14_NYJ_DEN,2017,14,REG,2017-12-10,NYJ,DEN,0,23,23,23,158
2017_14_WAS_LAC,2017,14,REG,2017-12-10,WAS,LAC,13,30,17,43,163
2017_14_SEA_JAX,2017,14,REG,2017-12-10,SEA,JAX,24,30,6,54,173
2017_14_PHI_LA,2017,14,REG,2017-12-10,PHI,LA,43,35,-8,78,194
2017_14_BAL_PIT,2017,14,REG,2017-12-10,BAL,PIT,38,39,1,77,201
2017_14_NE_MIA,2017,14,REG,2017-12-11,NE,MIA,20,27,7,47,185
2017_15_DEN_IND,2017,15,REG,2017-12-14,DEN,IND,25,13,-12,38,175
2017_15_CHI_DET,2017,15,REG,2017-12-16,CHI,DET,10,20,10,30,170
2017_15_LAC_KC,2017,15,REG,2017-12-16,LAC,KC,13,30,17,43,174
2017_15_MIA_BUF,2017,15,REG,2017-12-17,MIA,BUF,16,24,8,40,182
2017_15_GB_CAR,2017,15,REG,2017-12-17,GB,CAR,24,31,7,55,187
2017_15_BAL_CLE,2017,15,REG,2017-12-17,BAL,CLE,27,10,-17,37,179
2017_15_HOU_JAX,2017,15,REG,2017-12-17,HOU,JAX,7,45,38,52,180
2017_15_CIN_MIN,2017,15,REG,2017-12-17,CIN,MIN,7,34,27,41,161
2017_15_NYJ_NO,2017,15,REG,2017-12-17,NYJ,NO,19,31,12,50,186
2017_15_PHI_NYG,2017,15,REG,2017-12-17,PHI,NYG,34,29,-5,63,199
2017_15_ARI_WAS,2017,15,REG,2017-12-17,ARI,WAS,15,20,5,35,180
2017_15_LA_SEA,2017,15,REG,2017-12-17,LA,SEA,42,7,-35,49,170
2017_15_NE_PIT,2017,15,REG,2017-12-17,NE,PIT,27,24,-3,51,165
2017_15_TEN_SF,2017,15,REG,2017-12-17,TEN,SF,23,25,2,48,177
2017_15_DAL_OAK,2017,15,REG,2017-12-17,DAL,OAK,20,17,-3,37,170
2017_15_ATL_TB,2017,15,REG,2017-12-18,ATL,TB,24,21,-3,45,169
2017_16_IND_BAL,2017,16,REG,2017-12-23,IND,BAL,16,23,7,39,178
2017_16_MIN_GB,2017,16,REG,2017-12-23,MIN,GB,16,0,-16,16,166
2017_16_TB_CAR,2017,16,REG,2017-12-24,TB,CAR,19,22,3,41,175
2017_16_CLE_CHI,2017,16,REG,2017-12-24,CLE,CHI,3,20,17,23,160
2017_16_DET_CIN,2017,16,REG,2017-12-24,DET,CIN,17,26,9,43,193
2017_16_MIA_KC,2017,16,REG,2017-12-24,MIA,KC,13,29,16,42,179
2017_16_BUF_NE,2017,16,REG,2017-12-24,BUF,NE,16,37,21,53,179
2017_16_ATL_NO,2017,16,REG,2017-12-24,ATL,NO,13,23,10,36,173
2017_16_LAC_NYJ,2017,16,REG,2017-12-24,LAC,NYJ,14,7,-7,21,178
2017_16_LA_TEN,2017,16,REG,2017-12-24,LA,TEN,27,23,-4,50,181
2017_16_DEN_WAS,2017,16,REG,2017-12-24,DEN,WAS,11,27,16,38,180
2017_16_JAX_SF,2017,16,REG,2017-12-24,JAX,SF,33,44,11,77,205
2017_16_NYG_ARI,2017,16,REG,2017-12-24,NYG,ARI,0,23,23,23,176
2017_16_SEA_DAL,2017,16,REG,2017-12-24,SEA,DAL,21,12,-9,33,174
2017_16_PIT_HOU,2017,16,REG,2017-12-25,PIT,HOU,34,6,-28,40,152
2017_16_OAK_PHI,2017,16,REG,2017-12-25,OAK,PHI,10,19,9,29,176
2017_17_GB_DET,2017,17,REG,2017-12-31,GB,DET,11,35,24,46,164
2017_17_HOU_IND,2017,17,REG,2017-12-31,HOU,IND,13,22,9,35,160
2017_17_CHI_MIN,2017,17,REG,2017-12-31,CHI,MIN,10,23,13,33,176
2017_17_NYJ_NE,2017,17,REG,2017-12-31,NYJ,NE,6,26,20,32,187
2017_17_WAS_NYG,2017,17,REG,2017-12-31,WAS,NYG,10,18,8,28,177
2017_17_DAL_PHI,2017,17,REG,2017-12-31,DAL,PHI,6,0,-6,6,164
2017_17_CLE_PIT,2017,17,REG,2017-12-31,CLE,PIT,24,28,4,52,170
2017_17_CAR_ATL,2017,17,REG,2017-12-31,CAR,ATL,10,22,12,32,180
2017_17_CIN_BAL,2017,17,REG,2017-12-31,CIN,BAL,31,27,-4,58,206
2017_17_KC_DEN,2017,17,REG,2017-12-31,KC,DEN,27,24,-3,51,176
2017_17_SF_LA,2017,17,REG,2017-12-31,SF,LA,34,13,-21,47,171
2017_17_OAK_LAC,2017,17,REG,2017-12-31,OAK,LAC,10,30,20,40,158
2017_17_BUF_MIA,2017,17,REG,2017-12-31,BUF,MIA,22,16,-6,38,178
2017_17_ARI_SEA,2017,17,REG,2017-12-31,ARI,SEA,26,24,-2,50,182
2017_17_NO_TB,2017,17,REG,2017-12-31,NO,TB,24,31,7,55,184
2017_17_JAX_TEN,2017,17,REG,2017-12-31,JAX,TEN,10,15,5,25,172
2017_18_TEN_KC,2017,18,WC,2018-01-06,TEN,KC,22,21,-1,43,165
2017_18_ATL_LA,2017,18,WC,2018-01-06,ATL,LA,26,13,-13,39,183
2017_18_BUF_JAX,2017,18,WC,2018-01-07,BUF,JAX,3,10,7,13,177
2017_18_CAR_NO,2017,18,WC,2018-01-07,CAR,NO,26,31,5,57,178
2017_19_ATL_PHI,2017,19,DIV,2018-01-13,ATL,PHI,10,15,5,25,168
2017_19_TEN_NE,2017,19,DIV,2018-01-13,TEN,NE,14,35,21,49,189
2017_19_JAX_PIT,2017,19,DIV,2018-01-14,JAX,PIT,45,42,-3,87,186
2017_19_NO_MIN,2017,19,DIV,2018-01-14,NO,MIN,24,29,5,53,192
2017_20_JAX_NE,2017,20,CON,2018-01-21,JAX,NE,20,24,4,44,179
2017_20_MIN_PHI,2017,20,CON,2018-01-21,MIN,PHI,7,38,31,45,163
2017_21_PHI_NE,2017,21,SB,2018-02-04,PHI,NE,41,33,-8,74,197
2018_01_ATL_PHI,2018,1,REG,2018-09-06,ATL,PHI,12,18,6,30,185
2018_01_BUF_BAL,2018,1,REG,2018-09-09,BUF,BAL,3,47,44,50,198
2018_01_PIT_CLE,2018,1,REG,2018-09-09,PIT,CLE,21,21,0,42,231
2018_01_CIN_IND,2018,1,REG,2018-09-09,CIN,IND,34,23,-11,57,180
2018_01_TEN_MIA,2018,1,REG,2018-09-09,TEN,MIA,20,27,7,47,182
2018_01_SF_MIN,2018,1,REG,2018-09-09,SF,MIN,16,24,8,40,184
2018_01_HOU_NE,2018,1,REG,2018-09-09,HOU,NE,20,27,7,47,198
2018_01_TB_NO,2018,1,REG,2018-09-09,TB,NO,48,40,-8,88,179
2018_01_JAX_NYG,2018,1,REG,2018-09-09,JAX,NYG,20,15,-5,35,181
2018_01_KC_LAC,2018,1,REG,2018-09-09,KC,LAC,38,28,-10,66,183
2018_01_WAS_ARI,2018,1,REG,2018-09-09,WAS,ARI,24,6,-18,30,167
2018_01_DAL_CAR,2018,1,REG,2018-09-09,DAL,CAR,8,16,8,24,174
2018_01_SEA_DEN,2018,1,REG,2018-09-09,SEA,DEN,24,27,3,51,181
2018_01_CHI_GB,2018,1,REG,2018-09-09,CHI,GB,23,24,1,47,177
2018_01_NYJ_DET,2018,1,REG,2018-09-10,NYJ,DET,48,17,-31,65,176
2018_01_LA_OAK,2018,1,REG,2018-09-10,LA,OAK,33,13,-20,46,183
2018_02_BAL_CIN,2018,2,REG,2018-09-13,BAL,CIN,23,34,11,57,213
2018_02_CAR_ATL,2018,2,REG,2018-09-16,CAR,ATL,24,31,7,55,173
2018_02_LAC_BUF,2018,2,REG,2018-09-16,LAC,BUF,31,20,-11,51,166
2018_02_MIN_GB,2018,2,REG,2018-09-16,MIN,GB,29,29,0,58,208
2018_02_CLE_NO,2018,2,REG,2018-09-16,CLE,NO,18,21,3,39,168
2018_02_MIA_NYJ,2018,2,REG,2018-09-16,MIA,NYJ,20,12,-8,32,166
2018_02_KC_PIT,2018,2,REG,2018-09-16,KC,PIT,42,37,-5,79,193
2018_02_PHI_TB,2018,2,REG,2018-09-16,PHI,TB,21,27,6,48,185
2018_02_HOU_TEN,2018,2,REG,2018-09-16,HOU,TEN,17,20,3,37,172
2018_02_IND_WAS,2018,2,REG,2018-09-16,IND,WAS,21,9,-12,30,176
2018_02_ARI_LA,2018,2,REG,2018-09-16,ARI,LA,0,34,34,34,152
2018_02_DET_SF,2018,2,REG,2018-09-16,DET,SF,27,30,3,57,190
2018_02_OAK_DEN,2018,2,REG,2018-09-16,OAK,DEN,19,20,1,39,172
2018_02_NE_JAX,2018,2,REG,2018-09-16,NE,JAX,20,31,11,51,173
2018_02_NYG_DAL,2018,2,REG,2018-09-16,NYG,DAL,13,20,7,33,161
2018_02_SEA_CHI,2018,2,REG,2018-09-17,SEA,CHI,17,24,7,41,176
2018_03_NYJ_CLE,2018,3,REG,2018-09-20,NYJ,CLE,17,21,4,38,186
2018_03_NO_ATL,2018,3,REG,2018-09-23,NO,ATL,43,37,-6,80,201
2018_03_DEN_BAL,2018,3,REG,2018-09-23,DEN,BAL,14,27,13,41,186
2018_03_CIN_CAR,2018,3,REG,2018-09-23,CIN,CAR,21,31,10,52,170
2018_03_NYG_HOU,2018,3,REG,2018-09-23,NYG,HOU,27,22,-5,49,175
2018_03_TEN_JAX,2018,3,REG,2018-09-23,TEN,JAX,9,6,-3,15,164
2018_03_SF_KC,2018,3,REG,2018-09-23,SF,KC,27,38,11,65,188
2018_03_OAK_MIA,2018,3,REG,2018-09-23,OAK,MIA,20,28,8,48,167
2018_03_BUF_MIN,2018,3,REG,2018-09-23,BUF,MIN,27,6,-21,33,174
2018_03_IND_PHI,2018,3,REG,2018-09-23,IND,PHI,16,20,4,36,189
2018_03_GB_WAS,2018,3,REG,2018-09-23,GB,WAS,17,31,14,48,175
2018_03_LAC_LA,2018,3,REG,2018-09-23,LAC,LA,23,35,12,58,169
2018_03_CHI_ARI,2018,3,REG,2018-09-23,CHI,ARI,16,14,-2,30,168
2018_03_DAL_SEA,2018,3,REG,2018-09-23,DAL,SEA,13,24,11,37,179
2018_03_NE_DET,2018,3,REG,2018-09-23,NE,DET,10,26,16,36,159
2018_03_PIT_TB,2018,3,REG,2018-09-24,PIT,TB,30,27,-3,57,188
2018_04_MIN_LA,2018,4,REG,2018-09-27,MIN,LA,31,38,7,69,176
2018_04_CIN_ATL,2018,4,REG,2018-09-30,CIN,ATL,37,36,-1,73,192
2018_04_TB_CHI,2018,4,REG,2018-09-30,TB,CHI,10,48,38,58,168
2018_04_DET_DAL,2018,4,REG,2018-09-30,DET,DAL,24,26,2,50,162
2018_04_BUF_GB,2018,4,REG,2018-09-30,BUF,GB,0,22,22,22,173
2018_04_HOU_IND,2018,4,REG,2018-09-30,HOU,IND,37,34,-3,71,238
2018_04_NYJ_JAX,2018,4,REG,2018-09-30,NYJ,JAX,12,31,19,43,178
2018_04_MIA_NE,2018,4,REG,2018-09-30,MIA,NE,7,38,31,45,165
2018_04_PHI_TEN,2018,4,REG,2018-09-30,PHI,TEN,23,26,3,49,199
2018_04_SEA_ARI,2018,4,REG,2018-09-30,SEA,ARI,20,17,-3,37,172
2018_04_CLE_OAK,2018,4,REG,2018-09-30,CLE,OAK,42,45,3,87,237
2018_04_SF_LAC,2018,4,REG,2018-09-30,SF,LAC,27,29,2,56,171
2018_04_NO_NYG,2018,4,REG,2018-09-30,NO,NYG,33,18,-15,51,171
2018_04_BAL_PIT,2018,4,REG,2018-09-30,BAL,PIT,26,14,-12,40,183
2018_04_KC_DEN,2018,4,REG,2018-10-01,KC,DEN,27,23,-4,50,183
2018_05_IND_NE,2018,5,REG,2018-10-04,IND,NE,24,38,14,62,198
2018_05_TEN_BUF,2018,5,REG,2018-10-07,TEN,BUF,12,13,1,25,160
2018_05_NYG_CAR,2018,5,REG,2018-10-07,NYG,CAR,31,33,2,64,181
2018_05_MIA_CIN,2018,5,REG,2018-10-07,MIA,CIN,17,27,10,44,167
2018_05_BAL_CLE,2018,5,REG,2018-10-07,BAL,CLE,9,12,3,21,218
2018_05_GB_DET,2018,5,REG,2018-10-07,GB,DET,23,31,8,54,190
2018_05_JAX_KC,2018,5,REG,2018-10-07,JAX,KC,14,30,16,44,195
2018_05_DEN_NYJ,2018,5,REG,2018-10-07,DEN,NYJ,16,34,18,50,181
2018_05_ATL_PIT,2018,5,REG,2018-10-07,ATL,PIT,17,41,24,58,173
2018_05_OAK_LAC,2018,5,REG,2018-10-07,OAK,LAC,10,26,16,36,161
2018_05_MIN_PHI,2018,5,REG,2018-10-07,MIN,PHI,23,21,-2,44,165
2018_05_LA_SEA,2018,5,REG,2018-10-07,LA,SEA,33,31,-2,64,177
2018_05_ARI_SF,2018,5,REG,2018-10-07,ARI,SF,28,18,-10,46,195
2018_05_DAL_HOU,2018,5,REG,2018-10-07,DAL,HOU,16,19,3,35,189
2018_05_WAS_NO,2018,5,REG,2018-10-08,WAS,NO,19,43,24,62,165
2018_06_PHI_NYG,2018,6,REG,2018-10-11,PHI,NYG,34,13,-21,47,184
2018_06_TB_ATL,2018,6,REG,2018-10-14,TB,ATL,29,34,5,63,179
