feature,shap_value,signed_effect,perspective_team
elo_diff,-0.168082,negative,CHI
elo_away,-0.072697,negative,CHI
ewm_ypp_away,0.06976,positive,CHI
ewm_net_pts_diff,-0.059339,negative,CHI
ewm_ypp_diff,0.055889,positive,CHI
elo_home,0.027634,positive,CHI
win_pct_home,0.024236,positive,CHI
win_pct_diff,0.021911,positive,CHI
ewm_ypp_home,0.020146,positive,CHI
altitude_home,0.020034,positive,CHI
ewm_net_pts_away,-0.017518,negative,CHI
prime_time,0.016069,positive,CHI
pace_plays_min_diff,-0.015282,negative,CHI
rest_days_home,-0.012757,negative,CHI
win_pct_away,-0.008177,negative,CHI
ewm_net_pts_home,0.007751,positive,CHI
travel_miles_diff,0.007382,positive,CHI
is_dome_home,0.003829,positive,CHI
div_game,0.002349,positive,CHI
rest_days_diff,-0.001562,negative,CHI
rest_days_away,-0.000355,negative,CHI
rest_short_diff,0.000152,positive,CHI
