feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.172351,positive,NO
elo_diff,-0.166522,negative,NO
elo_home,-0.073258,negative,NO
ewm_ypp_away,0.068499,positive,NO
ewm_net_pts_home,0.058076,positive,NO
elo_away,-0.049919,negative,NO
ewm_ypp_diff,0.04933,positive,NO
travel_miles_diff,0.043743,positive,NO
pace_plays_min_diff,0.043347,positive,NO
rest_days_away,-0.017674,negative,NO
is_dome_home,-0.015087,negative,NO
ewm_net_pts_away,0.01488,positive,NO
ewm_ypp_home,0.014659,positive,NO
win_pct_diff,-0.014373,negative,NO
rest_days_diff,-0.01212,negative,NO
altitude_home,-0.010196,negative,NO
win_pct_home,0.009835,positive,NO
win_pct_away,0.00982,positive,NO
rest_days_home,0.006178,positive,NO
prime_time,-0.004414,negative,NO
div_game,0.003575,positive,NO
rest_short_diff,-0.000416,negative,NO
