feature,shap_value,signed_effect,perspective_team
win_pct_diff,0.108645,positive,LA
elo_away,0.078499,positive,LA
pace_plays_min_diff,0.06285,positive,LA
ewm_net_pts_diff,-0.061107,negative,LA
ewm_net_pts_home,0.056195,positive,LA
win_pct_away,0.049014,positive,LA
travel_miles_diff,-0.046999,negative,LA
ewm_net_pts_away,-0.042621,negative,LA
elo_diff,0.039217,positive,LA
ewm_ypp_away,0.032837,positive,LA
win_pct_home,0.021291,positive,LA
is_dome_home,-0.021172,negative,LA
ewm_ypp_home,-0.020254,negative,LA
elo_home,-0.015674,negative,LA
rest_days_home,-0.013713,negative,LA
ewm_ypp_diff,0.008872,positive,LA
rest_days_diff,-0.005266,negative,LA
prime_time,0.004959,positive,LA
rest_days_away,-0.003949,negative,LA
altitude_home,-0.003829,negative,LA
div_game,0.001871,positive,LA
rest_short_diff,-0.000165,negative,LA
