feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.176856,positive,BUF
ewm_ypp_away,0.159487,positive,BUF
elo_diff,0.138942,positive,BUF
elo_away,-0.068791,negative,BUF
elo_home,0.058458,positive,BUF
ewm_net_pts_home,0.05798,positive,BUF
travel_miles_diff,0.043121,positive,BUF
win_pct_away,-0.025867,negative,BUF
ewm_net_pts_away,0.019271,positive,BUF
win_pct_diff,-0.018489,negative,BUF
win_pct_home,0.01672,positive,BUF
altitude_home,-0.015154,negative,BUF
rest_days_home,-0.012525,negative,BUF
pace_plays_min_diff,-0.011969,negative,BUF
rest_days_away,0.010373,positive,BUF
rest_days_diff,-0.010015,negative,BUF
is_dome_home,0.00907,positive,BUF
ewm_ypp_diff,0.0088,positive,BUF
prime_time,-0.004618,negative,BUF
div_game,0.004104,positive,BUF
ewm_ypp_home,0.002071,positive,BUF
rest_short_diff,-0.000137,negative,BUF
