feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,0.116244,positive,GB
win_pct_diff,-0.094438,negative,GB
ewm_net_pts_diff,-0.089157,negative,GB
elo_away,-0.055921,negative,GB
pace_plays_min_diff,0.043738,positive,GB
ewm_net_pts_home,-0.040724,negative,GB
ewm_ypp_diff,0.040099,positive,GB
elo_home,0.029455,positive,GB
altitude_home,0.026946,positive,GB
travel_miles_diff,0.017626,positive,GB
ewm_ypp_home,-0.014899,negative,GB
win_pct_home,-0.013846,negative,GB
win_pct_away,-0.013577,negative,GB
is_dome_home,0.012345,positive,GB
rest_short_diff,-0.007688,negative,GB
elo_diff,0.007312,positive,GB
ewm_net_pts_away,-0.005528,negative,GB
rest_days_home,0.005479,positive,GB
rest_days_diff,-0.004688,negative,GB
div_game,-0.004061,negative,GB
rest_days_away,0.003071,positive,GB
prime_time,-0.002813,negative,GB
