feature,shap_value,signed_effect,perspective_team
win_pct_diff,-0.109376,negative,KC
ewm_ypp_away,0.092077,positive,KC
ewm_net_pts_diff,-0.076753,negative,KC
elo_away,-0.059707,negative,KC
pace_plays_min_diff,0.053544,positive,KC
ewm_ypp_home,-0.048348,negative,KC
rest_days_diff,0.045342,positive,KC
ewm_net_pts_home,-0.039977,negative,KC
elo_home,0.035537,positive,KC
ewm_ypp_diff,-0.030254,negative,KC
elo_diff,0.022667,positive,KC
altitude_home,0.019706,positive,KC
win_pct_home,-0.017675,negative,KC
ewm_net_pts_away,0.017274,positive,KC
win_pct_away,0.014348,positive,KC
is_dome_home,0.010961,positive,KC
rest_days_home,-0.010743,negative,KC
travel_miles_diff,0.00683,positive,KC
rest_days_away,0.004973,positive,KC
div_game,-0.003188,negative,KC
prime_time,-0.002762,negative,KC
rest_short_diff,0.000283,positive,KC
