feature,shap_value,signed_effect,perspective_team
ewm_net_pts_home,-0.126235,negative,NYJ
ewm_net_pts_diff,-0.094166,negative,NYJ
ewm_ypp_away,0.0862,positive,NYJ
travel_miles_diff,-0.077378,negative,NYJ
elo_away,0.069018,positive,NYJ
ewm_ypp_home,-0.061593,negative,NYJ
pace_plays_min_diff,0.053375,positive,NYJ
elo_diff,0.047579,positive,NYJ
ewm_ypp_diff,-0.046781,negative,NYJ
elo_home,-0.038601,negative,NYJ
ewm_net_pts_away,0.027632,positive,NYJ
win_pct_home,-0.018908,negative,NYJ
win_pct_diff,-0.012051,negative,NYJ
altitude_home,-0.009455,negative,NYJ
is_dome_home,0.007844,positive,NYJ
rest_days_home,0.006637,positive,NYJ
rest_days_away,0.003409,positive,NYJ
prime_time,-0.002064,negative,NYJ
div_game,0.001755,positive,NYJ
rest_days_diff,-0.000686,negative,NYJ
rest_short_diff,-0.000426,negative,NYJ
win_pct_away,6.6e-05,positive,NYJ
