feature,shap_value,signed_effect,perspective_team
win_pct_diff,0.1236,positive,HOU
elo_diff,-0.114404,negative,HOU
ewm_ypp_away,-0.07766,negative,HOU
ewm_net_pts_home,0.05136,positive,HOU
win_pct_home,0.047613,positive,HOU
travel_miles_diff,0.043663,positive,HOU
elo_away,-0.042515,negative,HOU
ewm_net_pts_diff,-0.042065,negative,HOU
ewm_ypp_diff,-0.034041,negative,HOU
ewm_net_pts_away,-0.03319,negative,HOU
elo_home,0.031384,positive,HOU
pace_plays_min_diff,-0.02638,negative,HOU
ewm_ypp_home,-0.021098,negative,HOU
win_pct_away,-0.020117,negative,HOU
rest_days_away,-0.01738,negative,HOU
altitude_home,-0.011178,negative,HOU
prime_time,-0.00384,negative,HOU
div_game,0.003759,positive,HOU
rest_days_home,-0.003595,negative,HOU
rest_days_diff,-0.002166,negative,HOU
is_dome_home,-0.002,negative,HOU
rest_short_diff,-0.000515,negative,HOU
