feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.091515,negative,LAC
ewm_net_pts_diff,-0.063453,negative,LAC
elo_home,0.060813,positive,LAC
elo_away,-0.052008,negative,LAC
elo_diff,0.049418,positive,LAC
pace_plays_min_diff,0.048196,positive,LAC
ewm_ypp_diff,-0.025439,negative,LAC
is_dome_home,-0.023244,negative,LAC
win_pct_away,0.020554,positive,LAC
ewm_net_pts_away,-0.014695,negative,LAC
altitude_home,-0.01123,negative,LAC
prime_time,0.010389,positive,LAC
ewm_ypp_home,-0.008607,negative,LAC
travel_miles_diff,0.006474,positive,LAC
rest_days_home,0.006277,positive,LAC
win_pct_diff,0.006011,positive,LAC
ewm_net_pts_home,-0.002731,negative,LAC
win_pct_home,-0.002558,negative,LAC
rest_days_diff,-0.001763,negative,LAC
div_game,0.001749,positive,LAC
rest_days_away,0.001548,positive,LAC
rest_short_diff,-0.000673,negative,LAC
