feature,shap_value,signed_effect,perspective_team
win_pct_diff,0.110046,positive,DAL
ewm_net_pts_diff,-0.102766,negative,DAL
ewm_net_pts_home,-0.065469,negative,DAL
ewm_ypp_away,0.055079,positive,DAL
elo_away,0.049911,positive,DAL
elo_home,0.048531,positive,DAL
elo_diff,0.04737,positive,DAL
pace_plays_min_diff,0.045476,positive,DAL
ewm_ypp_diff,0.044574,positive,DAL
ewm_net_pts_away,0.03677,positive,DAL
travel_miles_diff,0.026791,positive,DAL
altitude_home,0.024031,positive,DAL
win_pct_away,0.023422,positive,DAL
rest_days_away,0.007066,positive,DAL
ewm_ypp_home,-0.003749,negative,DAL
rest_days_home,0.003352,positive,DAL
prime_time,-0.002291,negative,DAL
div_game,-0.002196,negative,DAL
win_pct_home,0.001951,positive,DAL
is_dome_home,0.001857,positive,DAL
rest_short_diff,0.0002,positive,DAL
rest_days_diff,7e-05,positive,DAL
