feature,shap_value,signed_effect,perspective_team
win_pct_diff,-0.122602,negative,LAC
ewm_net_pts_diff,-0.114404,negative,LAC
ewm_ypp_diff,-0.085799,negative,LAC
travel_miles_diff,-0.084853,negative,LAC
elo_diff,0.066663,positive,LAC
elo_home,0.055608,positive,LAC
pace_plays_min_diff,0.038053,positive,LAC
is_dome_home,-0.028665,negative,LAC
ewm_ypp_home,-0.028146,negative,LAC
elo_away,-0.023783,negative,LAC
ewm_ypp_away,-0.019802,negative,LAC
win_pct_away,-0.019341,negative,LAC
ewm_net_pts_away,-0.018381,negative,LAC
win_pct_home,-0.013115,negative,LAC
prime_time,0.008734,positive,LAC
altitude_home,-0.004843,negative,LAC
rest_days_away,-0.004386,negative,LAC
div_game,0.003651,positive,LAC
rest_days_home,0.003285,positive,LAC
rest_days_diff,-0.001844,negative,LAC
ewm_net_pts_home,0.000793,positive,LAC
rest_short_diff,-0.000256,negative,LAC
