feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.10839,positive,ATL
ewm_ypp_away,0.096524,positive,ATL
elo_diff,0.055695,positive,ATL
elo_home,-0.05376,negative,ATL
pace_plays_min_diff,0.043795,positive,ATL
travel_miles_diff,-0.036233,negative,ATL
elo_away,0.026684,positive,ATL
ewm_net_pts_away,0.018309,positive,ATL
altitude_home,-0.015342,negative,ATL
ewm_ypp_diff,-0.013883,negative,ATL
win_pct_diff,-0.010645,negative,ATL
win_pct_away,0.00835,positive,ATL
ewm_net_pts_home,-0.008193,negative,ATL
rest_days_away,0.005473,positive,ATL
div_game,-0.004406,negative,ATL
is_dome_home,-0.002597,negative,ATL
win_pct_home,-0.002121,negative,ATL
rest_days_home,0.002038,positive,ATL
ewm_ypp_home,-0.001614,negative,ATL
rest_days_diff,-0.001442,negative,ATL
rest_short_diff,-0.000649,negative,ATL
prime_time,-0.000584,negative,ATL
