feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.150564,positive,LA
elo_diff,0.129925,positive,LA
ewm_ypp_away,-0.103122,negative,LA
travel_miles_diff,0.054576,positive,LA
ewm_net_pts_away,0.049928,positive,LA
ewm_ypp_diff,0.047205,positive,LA
ewm_net_pts_home,0.046113,positive,LA
pace_plays_min_diff,0.033602,positive,LA
is_dome_home,-0.02761,negative,LA
elo_away,0.026162,positive,LA
win_pct_diff,-0.018245,negative,LA
ewm_ypp_home,-0.015574,negative,LA
rest_days_away,-0.015421,negative,LA
rest_days_diff,-0.011009,negative,LA
altitude_home,-0.009457,negative,LA
win_pct_away,0.004021,positive,LA
elo_home,0.003775,positive,LA
prime_time,-0.003313,negative,LA
rest_days_home,0.003067,positive,LA
win_pct_home,0.003003,positive,LA
div_game,0.002386,positive,LA
rest_short_diff,-0.000314,negative,LA
