feature,shap_value,signed_effect,perspective_team
elo_diff,0.119539,positive,HOU
ewm_ypp_away,-0.117976,negative,HOU
ewm_net_pts_diff,0.109113,positive,HOU
win_pct_diff,0.095426,positive,HOU
pace_plays_min_diff,0.080188,positive,HOU
ewm_ypp_diff,-0.069312,negative,HOU
ewm_net_pts_home,0.057497,positive,HOU
travel_miles_diff,0.033951,positive,HOU
ewm_ypp_home,-0.030668,negative,HOU
win_pct_home,0.023745,positive,HOU
altitude_home,-0.014459,negative,HOU
elo_away,0.014072,positive,HOU
elo_home,0.01007,positive,HOU
ewm_net_pts_away,0.008872,positive,HOU
is_dome_home,-0.006724,negative,HOU
rest_days_away,0.006439,positive,HOU
win_pct_away,0.006095,positive,HOU
rest_days_home,0.003544,positive,HOU
rest_days_diff,-0.002476,negative,HOU
div_game,0.001832,positive,HOU
prime_time,-0.001662,negative,HOU
rest_short_diff,-0.000616,negative,HOU
