feature,shap_value,signed_effect,perspective_team
elo_diff,-0.17149,negative,NYJ
ewm_net_pts_home,-0.116206,negative,NYJ
win_pct_diff,-0.096541,negative,NYJ
ewm_net_pts_diff,-0.082285,negative,NYJ
pace_plays_min_diff,0.064299,positive,NYJ
ewm_ypp_home,-0.049375,negative,NYJ
ewm_ypp_away,0.0464,positive,NYJ
elo_away,0.044819,positive,NYJ
ewm_ypp_diff,-0.042688,negative,NYJ
ewm_net_pts_away,0.025071,positive,NYJ
altitude_home,-0.020773,negative,NYJ
rest_days_away,-0.010439,negative,NYJ
win_pct_away,0.009259,positive,NYJ
rest_days_diff,-0.008895,negative,NYJ
travel_miles_diff,0.008588,positive,NYJ
elo_home,-0.008273,negative,NYJ
win_pct_home,-0.008178,negative,NYJ
is_dome_home,0.00814,positive,NYJ
rest_days_home,0.007063,positive,NYJ
prime_time,-0.002619,negative,NYJ
div_game,-0.001861,negative,NYJ
rest_short_diff,-0.000296,negative,NYJ
