feature,shap_value,signed_effect,perspective_team
elo_diff,-0.135451,negative,TEN
win_pct_diff,-0.087251,negative,TEN
ewm_net_pts_diff,-0.074253,negative,TEN
elo_away,-0.06213,negative,TEN
ewm_net_pts_home,-0.0582,negative,TEN
ewm_ypp_diff,-0.049479,negative,TEN
ewm_ypp_away,0.04647,positive,TEN
win_pct_home,-0.022464,negative,TEN
travel_miles_diff,0.020314,positive,TEN
ewm_net_pts_away,-0.018025,negative,TEN
elo_home,0.016026,positive,TEN
win_pct_away,-0.014984,negative,TEN
ewm_ypp_home,-0.014201,negative,TEN
altitude_home,-0.008837,negative,TEN
is_dome_home,0.008063,positive,TEN
rest_days_away,0.004575,positive,TEN
rest_days_home,0.004251,positive,TEN
pace_plays_min_diff,0.004247,positive,TEN
prime_time,-0.003598,negative,TEN
div_game,0.001952,positive,TEN
rest_short_diff,-0.00021,negative,TEN
rest_days_diff,-0.000202,negative,TEN
