feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.085159,negative,KC
ewm_net_pts_diff,-0.084889,negative,KC
pace_plays_min_diff,0.06526,positive,KC
ewm_ypp_diff,-0.0613,negative,KC
elo_away,-0.055176,negative,KC
ewm_net_pts_home,-0.03937,negative,KC
ewm_ypp_home,-0.026403,negative,KC
ewm_net_pts_away,-0.025852,negative,KC
altitude_home,0.023213,positive,KC
win_pct_away,0.020358,positive,KC
elo_home,0.01908,positive,KC
rest_days_diff,-0.011556,negative,KC
is_dome_home,0.010647,positive,KC
elo_diff,0.010507,positive,KC
rest_days_away,-0.008048,negative,KC
travel_miles_diff,0.007906,positive,KC
rest_days_home,0.005953,positive,KC
rest_short_diff,0.004779,positive,KC
win_pct_diff,-0.003904,negative,KC
prime_time,-0.003543,negative,KC
div_game,0.002648,positive,KC
win_pct_home,0.000935,positive,KC
