feature,shap_value,signed_effect,perspective_team
elo_diff,-0.194206,negative,LV
travel_miles_diff,-0.097397,negative,LV
win_pct_diff,-0.084789,negative,LV
ewm_net_pts_home,-0.073708,negative,LV
ewm_net_pts_diff,-0.065795,negative,LV
ewm_ypp_home,-0.063424,negative,LV
ewm_ypp_diff,-0.055543,negative,LV
elo_away,0.036405,positive,LV
elo_home,-0.034771,negative,LV
win_pct_home,-0.034029,negative,LV
ewm_ypp_away,0.031328,positive,LV
ewm_net_pts_away,0.030356,positive,LV
pace_plays_min_diff,-0.02527,negative,LV
rest_days_away,-0.018762,negative,LV
rest_days_home,-0.014593,negative,LV
is_dome_home,-0.013181,negative,LV
win_pct_away,0.012728,positive,LV
prime_time,-0.002918,negative,LV
rest_days_diff,-0.002173,negative,LV
altitude_home,-0.001656,negative,LV
div_game,0.000593,positive,LV
rest_short_diff,-0.000107,negative,LV
