feature,shap_value,signed_effect,perspective_team
elo_diff,-0.167975,negative,NE
ewm_net_pts_diff,0.131945,positive,NE
ewm_ypp_away,-0.119079,negative,NE
ewm_net_pts_home,0.08229,positive,NE
ewm_net_pts_away,-0.082205,negative,NE
elo_away,-0.076237,negative,NE
pace_plays_min_diff,0.069165,positive,NE
win_pct_diff,-0.021507,negative,NE
travel_miles_diff,-0.019019,negative,NE
rest_days_away,-0.01257,negative,NE
win_pct_away,0.009962,positive,NE
is_dome_home,0.00981,positive,NE
win_pct_home,0.008268,positive,NE
div_game,-0.008261,negative,NE
ewm_ypp_home,-0.004874,negative,NE
prime_time,-0.004205,negative,NE
ewm_ypp_diff,0.003367,positive,NE
rest_days_home,0.002074,positive,NE
elo_home,-0.001934,negative,NE
altitude_home,-0.001459,negative,NE
rest_short_diff,-0.000292,negative,NE
rest_days_diff,-7.5e-05,negative,NE
