feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.069161,negative,PHI
rest_days_diff,0.06367,positive,PHI
elo_diff,0.060775,positive,PHI
elo_away,-0.05057,negative,PHI
elo_home,0.044244,positive,PHI
pace_plays_min_diff,0.039889,positive,PHI
ewm_ypp_diff,-0.036599,negative,PHI
altitude_home,-0.030488,negative,PHI
ewm_net_pts_diff,-0.025256,negative,PHI
ewm_ypp_home,-0.020582,negative,PHI
win_pct_away,0.015673,positive,PHI
ewm_net_pts_home,0.012709,positive,PHI
travel_miles_diff,-0.011848,negative,PHI
is_dome_home,0.010087,positive,PHI
ewm_net_pts_away,-0.005985,negative,PHI
rest_days_home,-0.005505,negative,PHI
rest_days_away,0.004238,positive,PHI
win_pct_diff,0.00348,positive,PHI
win_pct_home,0.003268,positive,PHI
prime_time,-0.003005,negative,PHI
div_game,0.001581,positive,PHI
rest_short_diff,-0.000482,negative,PHI
