feature,shap_value,signed_effect,perspective_team
elo_diff,-0.143588,negative,CAR
ewm_net_pts_diff,-0.086011,negative,CAR
win_pct_diff,-0.081011,negative,CAR
elo_home,-0.07257,negative,CAR
pace_plays_min_diff,0.05981,positive,CAR
elo_away,-0.049583,negative,CAR
ewm_net_pts_home,-0.038199,negative,CAR
altitude_home,0.028868,positive,CAR
ewm_ypp_away,0.027693,positive,CAR
ewm_ypp_diff,-0.023984,negative,CAR
travel_miles_diff,-0.014591,negative,CAR
rest_days_home,-0.012869,negative,CAR
is_dome_home,0.011928,positive,CAR
win_pct_away,-0.011252,negative,CAR
win_pct_home,0.007988,positive,CAR
rest_days_diff,-0.005617,negative,CAR
ewm_ypp_home,0.004182,positive,CAR
prime_time,-0.003722,negative,CAR
rest_days_away,0.003304,positive,CAR
div_game,0.000884,positive,CAR
ewm_net_pts_away,0.000738,positive,CAR
rest_short_diff,-8.8e-05,negative,CAR
