feature,shap_value,signed_effect,perspective_team
elo_diff,0.140593,positive,CHI
ewm_ypp_away,-0.089192,negative,CHI
ewm_net_pts_diff,-0.062306,negative,CHI
rest_days_diff,0.056163,positive,CHI
pace_plays_min_diff,0.05061,positive,CHI
elo_home,0.039407,positive,CHI
ewm_ypp_diff,0.035951,positive,CHI
altitude_home,0.027984,positive,CHI
ewm_net_pts_away,-0.027323,negative,CHI
elo_away,0.024322,positive,CHI
ewm_ypp_home,0.01665,positive,CHI
win_pct_away,0.01361,positive,CHI
win_pct_diff,-0.012214,negative,CHI
ewm_net_pts_home,0.011157,positive,CHI
travel_miles_diff,0.01028,positive,CHI
is_dome_home,0.00936,positive,CHI
rest_days_away,0.005122,positive,CHI
win_pct_home,-0.003855,negative,CHI
rest_days_home,-0.003071,negative,CHI
prime_time,-0.001773,negative,CHI
div_game,0.001027,positive,CHI
rest_short_diff,-0.000424,negative,CHI
